season_name,id,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,points_per_game,player_id,first_name,second_name,birth_date
2018/19,,118,2275,1,5,10,23,1,0,0,2,0,0,16,573,601.6,827.0,121.0,155.0,0,0,0.00,0.00,0.00,0.00,,478,Kieran,Trippier,1990-09-19
2019/20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,478,Kieran,Trippier,1990-09-19
2021/22,,28,429,2,0,1,5,0,0,0,0,0,0,3,101,164.8,128.3,14.0,30.8,0,0,0.00,0.00,0.00,0.00,,478,Kieran,Trippier,1990-09-19
2022/23,,198,3342,1,9,16,31,1,0,0,5,0,0,39,941,908.2,1824.0,123.0,285.8,0,38,0.85,12.03,12.88,38.41,,478,Kieran,Trippier,1990-09-19
2023/24,,111,2235,1,10,6,43,0,0,0,5,0,0,20,589,719.0,1028.5,102.0,185.2,0,26,0.65,6.97,7.62,40.26,,478,Kieran,Trippier,1990-09-19
2024/25,,72,1299,0,3,6,18,0,0,0,1,0,0,8,287,319.4,406.8,33.0,76.1,0,14,0.12,1.44,1.56,17.05,,478,Kieran,Trippier,1990-09-19
2019/20,,37,1015,0,1,3,23,0,0,0,0,0,0,2,187,184.4,28.8,39.0,25.2,0,0,0.00,0.00,0.00,0.00,,479,Emil,Krafth,1994-08-02
2020/21,,45,1286,1,1,5,27,0,0,0,4,0,0,0,222,240.4,87.7,88.0,41.6,0,0,0.00,0.00,0.00,0.00,,479,Emil,Krafth,1994-08-02
2021/22,,58,1636,0,1,6,20,0,0,0,5,0,0,3,262,270.4,102.7,54.0,42.9,0,0,0.00,0.00,0.00,0.00,,479,Emil,Krafth,1994-08-02
2022/23,,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.10,,479,Emil,Krafth,1994-08-02
2023/24,,33,909,0,0,3,15,0,0,0,2,0,0,1,187,164.2,145.4,28.0,33.8,0,8,0.20,0.76,0.96,12.94,,479,Emil,Krafth,1994-08-02
2024/25,,17,334,0,0,1,2,0,0,0,2,0,0,0,55,59.2,19.7,13.0,9.3,0,2,0.04,0.04,0.08,6.50,,479,Emil,Krafth,1994-08-02
2015/16,,44,1155,2,0,3,23,0,0,0,0,1,0,2,218,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,480,Jamaal,Lascelles,1993-11-11
2017/18,,116,2927,3,0,9,31,0,0,0,5,0,0,9,567,800.0,77.2,234.0,111.5,0,0,0.00,0.00,0.00,0.00,,480,Jamaal,Lascelles,1993-11-11
2018/19,,95,2745,0,1,10,36,0,0,0,4,0,0,8,539,632.4,46.8,113.0,79.6,0,0,0.00,0.00,0.00,0.00,,480,Jamaal,Lascelles,1993-11-11
2019/20,,73,2076,1,0,8,31,0,0,0,5,0,0,3,358,403.0,28.1,125.0,55.7,0,0,0.00,0.00,0.00,0.00,,480,Jamaal,Lascelles,1993-11-11
2020/21,,44,1625,2,0,2,32,0,0,0,4,0,0,3,229,345.2,38.1,161.0,54.7,0,0,0.00,0.00,0.00,0.00,,480,Jamaal,Lascelles,1993-11-11
2021/22,,47,2055,1,1,3,44,2,0,0,5,0,0,2,284,418.4,46.4,280.0,74.2,0,0,0.00,0.00,0.00,0.00,,480,Jamaal,Lascelles,1993-11-11
2022/23,,3,214,0,0,0,5,0,0,0,4,0,0,0,22,42.6,0.9,13.0,5.4,0,2,0.11,0.01,0.12,4.34,,480,Jamaal,Lascelles,1993-11-11
2023/24,,46,1077,1,0,5,15,0,0,0,4,0,0,3,212,233.0,35.4,69.0,33.8,0,13,0.74,0.12,0.86,18.08,,480,Jamaal,Lascelles,1993-11-11
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,480,Jamaal,Lascelles,1993-11-11
2023/24,,2,11,0,0,0,0,0,0,0,0,0,0,0,6,2.6,1.0,0.0,0.3,0,0,0.00,0.00,0.00,0.08,,481,Alex,Murphy,2004-06-25
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,481,Alex,Murphy,2004-06-25
2021/22,,1,6,0,0,0,1,0,0,0,0,0,0,0,4,2.0,1.0,0.0,0.3,0,0,0.00,0.00,0.00,0.00,,482,Harrison,Ashby,2001-11-14
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,482,Harrison,Ashby,2001-11-14
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,482,Harrison,Ashby,2001-11-14
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,483,Miodrag,Pivaš,
2013/14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,484,Matt,Targett,1995-09-18
2014/15,,7,226,0,0,0,3,0,0,0,0,0,0,0,41,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,484,Matt,Targett,1995-09-18
2015/16,,61,1067,0,2,7,10,0,0,0,1,0,0,6,264,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,484,Matt,Targett,1995-09-18
2016/17,,12,373,0,0,1,4,0,0,0,0,0,0,0,80,64.6,87.9,12.0,16.5,0,0,0.00,0.00,0.00,0.00,,484,Matt,Targett,1995-09-18
2017/18,,2,166,0,0,0,6,0,0,0,0,0,0,0,35,42.2,38.6,0.0,8.1,0,0,0.00,0.00,0.00,0.00,,484,Matt,Targett,1995-09-18
2018/19,,36,1185,1,3,0,25,0,0,0,2,0,0,3,229,314.2,366.8,181.0,86.2,0,0,0.00,0.00,0.00,0.00,,484,Matt,Targett,1995-09-18
2019/20,,80,2291,1,3,5,40,0,0,0,4,0,0,10,433,503.8,432.9,130.0,106.9,0,0,0.00,0.00,0.00,0.00,,484,Matt,Targett,1995-09-18
2020/21,,138,3404,0,4,16,44,0,0,0,7,0,0,9,710,690.4,607.0,122.0,142.2,0,0,0.00,0.00,0.00,0.00,,484,Matt,Targett,1995-09-18
2021/22,,101,2871,1,2,9,47,1,0,0,3,0,0,7,530,587.4,635.1,184.0,140.7,0,0,0.00,0.00,0.00,0.00,,484,Matt,Targett,1995-09-18
2022/23,,35,600,0,0,3,6,0,0,0,1,0,0,2,157,112.4,142.4,8.0,26.3,0,6,0.01,0.67,0.68,6.79,,484,Matt,Targett,1995-09-18
2023/24,,2,77,0,0,0,4,0,0,0,1,0,0,0,15,9.2,11.9,0.0,2.2,0,1,0.00,0.01,0.01,1.77,,484,Matt,Targett,1995-09-18
2024/25,,2,20,0,0,0,0,0,0,0,0,0,0,0,7,5.0,5.6,0.0,1.0,0,0,0.00,0.07,0.07,0.26,,484,Matt,Targett,1995-09-18
2019/20,,17,436,0,1,0,6,0,0,0,0,0,0,1,63,76.0,98.4,44.0,21.8,0,0,0.00,0.00,0.00,0.00,,485,Anthony,Gordon,2001-02-24
2020/21,,3,87,0,0,0,0,0,0,0,0,0,0,0,11,14.4,12.7,4.0,3.1,0,0,0.00,0.00,0.00,0.00,,485,Anthony,Gordon,2001-02-24
2021/22,,100,2277,4,3,7,40,0,0,0,4,0,0,9,325,460.4,523.0,632.0,161.6,0,0,0.00,0.00,0.00,0.00,,485,Anthony,Gordon,2001-02-24
2022/23,,68,1574,4,0,4,18,0,0,0,7,0,0,5,186,311.2,226.6,550.0,108.8,0,16,4.73,1.29,6.02,25.18,,485,Anthony,Gordon,2001-02-24
2023/24,,183,2896,11,16,12,48,0,0,0,10,1,0,14,594,822.6,843.7,905.0,256.7,0,34,10.03,5.40,15.42,51.73,,485,Anthony,Gordon,2001-02-24
2024/25,,124,2428,6,6,10,33,0,0,1,2,0,0,9,476,537.0,777.3,655.0,196.8,0,28,8.19,4.80,12.99,32.62,,485,Anthony,Gordon,2001-02-24
2020/21,,11,155,1,0,0,2,0,0,0,0,0,0,2,32,51.6,19.7,29.0,10.0,0,0,0.00,0.00,0.00,0.00,,486,Anthony,Elanga,2002-04-27
2021/22,,59,1208,2,3,4,17,0,0,0,0,0,0,2,193,206.2,172.1,303.0,68.2,0,0,0.00,0.00,0.00,0.00,,486,Anthony,Elanga,2002-04-27
2022/23,,23,417,0,1,2,2,0,0,0,0,0,0,0,53,52.4,78.8,162.0,28.7,0,5,0.65,0.98,1.63,4.79,,486,Anthony,Elanga,2002-04-27
2023/24,,119,2424,5,9,2,47,0,0,0,1,0,0,5,386,536.4,441.6,618.0,159.2,0,25,6.20,4.04,10.24,39.39,,486,Anthony,Elanga,2002-04-27
2024/25,,153,2496,6,11,12,35,0,0,0,1,0,0,15,535,627.0,785.4,582.0,199.8,0,31,4.81,5.12,9.93,38.74,,486,Anthony,Elanga,2002-04-27
2017/18,,3,8,0,0,0,0,0,0,0,0,0,0,0,8,0.2,1.0,6.0,0.6,0,0,0.00,0.00,0.00,0.00,,487,Harvey,Barnes,1997-12-09
2018/19,,43,1001,1,3,1,16,0,0,0,0,0,0,1,139,172.8,242.0,534.0,94.8,0,0,0.00,0.00,0.00,0.00,,487,Harvey,Barnes,1997-12-09
2019/20,,133,2075,6,10,9,24,0,0,0,0,0,0,9,394,525.0,517.4,893.0,193.7,0,0,0.00,0.00,0.00,0.00,,487,Harvey,Barnes,1997-12-09
2020/21,,126,1944,9,5,7,25,0,0,0,0,0,0,13,348,556.4,359.0,810.0,172.7,0,0,0.00,0.00,0.00,0.00,,487,Harvey,Barnes,1997-12-09
2021/22,,137,2095,6,12,8,30,0,0,0,2,0,0,10,377,546.2,425.3,1000.0,196.8,0,0,0.00,0.00,0.00,0.00,,487,Harvey,Barnes,1997-12-09
2022/23,,138,2709,13,2,6,51,0,0,0,3,0,0,0,379,612.8,322.9,942.0,187.7,0,32,9.07,2.33,11.40,50.76,,487,Harvey,Barnes,1997-12-09
2023/24,,64,788,5,3,2,10,0,0,0,2,0,0,3,205,279.2,181.5,334.0,79.5,0,7,3.78,1.90,5.68,10.48,,487,Harvey,Barnes,1997-12-09
2024/25,,130,1746,9,5,6,23,0,0,0,0,0,0,13,442,522.2,407.1,701.0,163.1,0,17,6.45,4.40,10.85,24.32,,487,Harvey,Barnes,1997-12-09
2021/22,,67,1031,5,1,4,13,0,0,0,4,0,0,11,245,407.6,190.9,323.0,92.3,0,0,0.00,0.00,0.00,0.00,,488,Bruno,Guimarães Rodriguez Moura,1997-11-16
2022/23,,107,2727,4,5,12,25,0,0,0,7,0,0,5,438,630.8,646.1,286.0,156.6,0,32,2.82,3.72,6.54,29.82,,488,Bruno,Guimarães Rodriguez Moura,1997-11-16
2023/24,,153,3264,7,9,10,60,0,0,0,8,0,0,15,691,968.4,948.7,489.0,241.0,0,37,4.91,6.20,11.11,58.64,,488,Bruno,Guimarães Rodriguez Moura,1997-11-16
2024/25,,135,3273,5,6,13,44,0,0,0,7,0,0,10,661,723.0,796.0,454.0,197.5,0,38,4.34,5.32,9.66,43.41,,488,Bruno,Guimarães Rodriguez Moura,1997-11-16
2017/18,,51,1137,1,2,2,25,0,0,0,0,0,0,2,171,161.8,159.7,227.0,54.7,0,0,0.00,0.00,0.00,0.00,,489,Jacob,Murphy,1995-02-24
2018/19,,16,296,0,1,1,8,0,0,0,0,0,0,0,50,53.6,31.1,22.0,10.7,0,0,0.00,0.00,0.00,0.00,,489,Jacob,Murphy,1995-02-24
2019/20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,489,Jacob,Murphy,1995-02-24
2020/21,,69,1617,2,3,3,33,0,0,0,3,0,0,7,252,363.4,280.8,289.0,93.2,0,0,0.00,0.00,0.00,0.00,,489,Jacob,Murphy,1995-02-24
2021/22,,62,1457,1,4,2,35,0,0,0,4,0,0,0,215,267.8,282.0,281.0,82.8,0,0,0.00,0.00,0.00,0.00,,489,Jacob,Murphy,1995-02-24
2022/23,,78,1230,4,2,3,12,0,0,0,0,0,0,2,240,275.0,302.5,410.0,98.9,0,14,3.46,2.95,6.41,16.13,,489,Jacob,Murphy,1995-02-24
2023/24,,82,1184,3,8,5,21,0,0,0,1,0,0,4,312,377.8,453.4,270.0,110.0,0,14,2.23,3.35,5.58,18.42,,489,Jacob,Murphy,1995-02-24
2024/25,,159,2356,8,13,11,31,0,0,0,4,0,0,11,601,713.4,625.2,519.0,185.6,0,31,5.89,6.14,12.03,28.19,,489,Jacob,Murphy,1995-02-24
2019/20,,78,2678,2,2,9,46,0,0,0,7,0,0,3,236,330.8,433.4,641.0,140.5,0,0,0.00,0.00,0.00,0.00,,490,Joelinton Cássio,Apolinário de Lira,1996-08-14
2020/21,,74,1979,4,2,3,36,0,0,0,3,0,0,5,258,357.0,250.1,612.0,122.2,0,0,0.00,0.00,0.00,0.00,,490,Joelinton Cássio,Apolinário de Lira,1996-08-14
2021/22,,83,2554,4,2,7,46,0,0,0,8,0,0,7,323,529.6,386.6,583.0,149.5,0,0,0.00,0.00,0.00,0.00,,490,Joelinton Cássio,Apolinário de Lira,1996-08-14
2022/23,,115,2660,6,5,11,26,0,0,0,12,0,0,10,458,603.4,413.1,655.0,167.3,0,30,7.11,1.90,9.01,32.27,,490,Joelinton Cássio,Apolinário de Lira,1996-08-14
2023/24,,45,1276,2,1,3,23,0,0,0,6,0,0,3,209,295.2,314.9,206.0,81.6,0,15,2.82,1.09,3.91,25.30,,490,Joelinton Cássio,Apolinário de Lira,1996-08-14
2024/25,,99,2394,4,4,10,32,0,0,0,10,0,0,11,374,469.8,389.3,465.0,132.7,0,29,3.74,2.17,5.91,31.79,,490,Joelinton Cássio,Apolinário de Lira,1996-08-14
2023/24,,16,437,1,0,1,5,0,0,0,2,0,0,0,86,81.8,105.0,50.0,23.8,0,5,0.62,0.47,1.09,6.66,,491,Sandro,Tonali,2000-05-08
2024/25,,106,2625,4,2,11,34,0,0,0,5,0,0,10,536,539.4,496.3,299.0,133.5,0,28,4.46,2.77,7.23,33.18,,491,Sandro,Tonali,2000-05-08
2017/18,,3,81,0,0,0,2,0,0,0,0,0,0,0,8,8.2,5.8,4.0,1.8,0,0,0.00,0.00,0.00,0.00,,494,Joe,Willock,1999-08-20
2018/19,,4,63,0,0,1,1,0,0,0,0,0,0,0,4,1.0,2.5,23.0,2.7,0,0,0.00,0.00,0.00,0.00,,494,Joe,Willock,1999-08-20
2019/20,,41,838,1,1,1,16,0,0,0,2,0,0,0,150,176.8,165.9,212.0,55.2,0,0,0.00,0.00,0.00,0.00,,494,Joe,Willock,1999-08-20
2020/21,,79,1210,8,0,4,18,0,0,1,1,0,0,5,254,436.6,137.2,401.0,97.3,0,0,0.00,0.00,0.00,0.00,,494,Joe,Willock,1999-08-20
2021/22,,79,2037,2,3,6,37,0,0,0,0,0,0,3,248,320.4,243.2,449.0,101.3,0,0,0.00,0.00,0.00,0.00,,494,Joe,Willock,1999-08-20
2022/23,,123,2556,3,7,12,26,0,0,0,1,0,0,11,415,520.8,547.0,680.0,174.9,0,31,7.30,4.29,11.59,29.62,,494,Joe,Willock,1999-08-20
2023/24,,18,415,1,0,1,9,0,0,0,0,0,0,0,60,89.8,92.5,106.0,28.8,0,5,0.88,0.57,1.45,8.03,,494,Joe,Willock,1999-08-20
2024/25,,46,1065,0,2,4,16,0,0,0,4,0,0,0,139,172.8,273.8,197.0,63.9,0,11,1.65,0.93,2.58,15.01,,494,Joe,Willock,1999-08-20
2013/14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,495,Isaac,Hayden,1995-03-22
2014/15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,495,Isaac,Hayden,1995-03-22
2017/18,,41,1365,1,0,3,25,0,0,0,7,0,0,0,171,273.6,164.7,144.0,58.2,0,0,0.00,0.00,0.00,0.00,,495,Isaac,Hayden,1995-03-22
2018/19,,69,1857,1,4,7,25,0,0,0,3,1,0,5,306,412.0,298.8,232.0,94.4,0,0,0.00,0.00,0.00,0.00,,495,Isaac,Hayden,1995-03-22
2019/20,,73,2220,1,4,8,36,0,0,0,4,1,0,3,309,368.6,227.6,189.0,78.5,0,0,0.00,0.00,0.00,0.00,,495,Isaac,Hayden,1995-03-22
2020/21,,40,1942,0,0,4,33,0,0,0,8,0,0,0,211,278.0,117.7,155.0,55.3,0,0,0.00,0.00,0.00,0.00,,495,Isaac,Hayden,1995-03-22
2021/22,,28,1000,1,0,0,25,0,0,0,5,0,0,3,124,187.6,33.6,66.0,28.3,0,0,0.00,0.00,0.00,0.00,,495,Isaac,Hayden,1995-03-22
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,495,Isaac,Hayden,1995-03-22
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,495,Isaac,Hayden,1995-03-22
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,496,Garang,Kuol,
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,496,Garang,Kuol,
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,496,Garang,Kuol,
2022/23,,1,14,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.4,1.0,0.0,0,0,0.08,0.00,0.08,0.87,,497,Lewis,Miley,2006-05-01
2023/24,,44,1203,1,3,1,29,0,0,0,1,0,0,1,232,237.4,192.8,136.0,56.7,0,14,1.22,1.08,2.30,30.20,,497,Lewis,Miley,2006-05-01
2024/25,,21,304,1,0,0,4,0,0,0,0,0,0,1,88,87.4,33.5,45.0,16.7,0,1,0.57,0.30,0.87,5.68,,497,Lewis,Miley,2006-05-01
2021/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,498,Joe,White,2002-10-01
2023/24,,3,12,0,0,0,0,0,0,0,1,0,0,0,9,0.8,1.1,0.0,0.1,0,0,0.00,0.00,0.00,0.24,,498,Joe,White,2002-10-01
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,498,Joe,White,2002-10-01
2022/23,,100,1520,10,2,4,20,0,0,0,3,0,0,18,353,483.4,246.1,724.0,145.2,0,17,8.11,1.37,9.48,18.67,,499,Alexander,Isak,1999-09-21
2023/24,,172,2253,21,4,7,41,0,0,1,1,0,0,23,645,877.4,362.5,1054.0,229.3,0,27,20.22,2.68,22.90,43.41,,499,Alexander,Isak,1999-09-21
2024/25,,211,2758,23,6,12,41,0,0,0,1,0,0,36,848,1043.0,573.1,1320.0,292.7,0,34,20.33,3.59,23.92,36.85,,499,Alexander,Isak,1999-09-21
2020/21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,500,William,Osula,2003-08-04
2023/24,,25,778,0,1,0,23,0,0,0,4,0,0,0,27,27.0,24.9,200.0,24.4,0,9,1.64,0.15,1.79,20.19,,500,William,Osula,2003-08-04
2024/25,,19,124,1,0,0,3,0,0,0,0,0,0,1,59,42.4,25.1,37.0,10.5,0,0,0.16,0.05,0.21,3.18,,500,William,Osula,2003-08-04
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,501,Sean,Neave,2007-05-27
2023/24,,34,1440,0,0,1,27,0,0,0,1,0,37,1,206,293.2,10.0,0.0,30.3,0,16,0.00,0.09,0.09,20.50,,502,Matz,Sels,1992-02-26
2024/25,,150,3420,0,1,13,46,0,0,0,4,0,120,11,521,942.2,20.2,0.0,96.7,0,38,0.00,0.26,0.26,50.17,,502,Matz,Sels,1992-02-26
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,503,Carlos Miguel,dos Santos Pereira,1998-10-09
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,504,Matt,Turner,1994-06-24
2023/24,,41,1530,0,0,2,28,0,0,0,2,0,55,0,278,379.6,0.0,0.0,37.9,0,17,0.00,0.00,0.00,25.43,,504,Matt,Turner,1994-06-24
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,504,Matt,Turner,1994-06-24
2024/25,,145,3330,5,2,13,45,0,0,0,4,0,0,2,499,805.2,107.9,361.0,127.2,0,37,4.05,0.73,4.78,48.95,,505,Nikola,Milenković,1997-10-12
2023/24,,58,2790,0,2,3,56,1,0,0,5,0,0,1,451,678.4,115.0,164.0,95.8,0,32,1.78,0.64,2.42,42.99,,506,Murillo,Costa dos Santos,2002-07-04
2024/25,,130,3188,2,0,12,44,0,0,0,6,0,0,18,541,927.2,211.2,201.0,134.0,0,36,1.47,1.15,2.62,47.42,,506,Murillo,Costa dos Santos,2002-07-04
2015/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,507,Ola,Aina,1996-10-08
2016/17,,3,26,0,0,0,0,0,0,0,0,0,0,0,9,4.8,0.9,17.0,2.3,0,0,0.00,0.00,0.00,0.00,,507,Ola,Aina,1996-10-08
2020/21,,102,2664,2,1,8,36,0,0,0,3,0,0,8,477,483.6,248.8,144.0,87.7,0,0,0.00,0.00,0.00,0.00,,507,Ola,Aina,1996-10-08
2023/24,,45,1690,1,1,2,39,0,0,0,3,0,0,2,289,312.0,181.7,49.0,54.4,0,20,0.34,1.01,1.35,29.01,,507,Ola,Aina,1996-10-08
2024/25,,128,2996,2,1,12,39,0,0,0,5,0,0,15,483,578.2,282.3,80.0,94.1,0,35,0.63,2.25,2.88,40.59,,507,Ola,Aina,1996-10-08
2019/20,,14,228,0,0,1,2,0,0,0,1,0,0,3,53,49.4,53.3,98.0,20.0,0,0,0.00,0.00,0.00,0.00,,508,Neco,Williams,2001-04-13
2020/21,,11,247,0,0,1,1,0,0,0,1,0,0,0,51,42.0,47.8,34.0,12.2,0,0,0.00,0.00,0.00,0.00,,508,Neco,Williams,2001-04-13
2021/22,,4,7,0,1,0,0,0,0,0,0,0,0,0,17,18.2,11.1,2.0,3.1,0,0,0.00,0.00,0.00,0.00,,508,Neco,Williams,2001-04-13
2022/23,,54,1872,1,1,4,41,0,0,0,7,0,0,1,284,372.2,257.3,209.0,84.0,0,20,1.24,1.22,2.46,39.55,,508,Neco,Williams,2001-04-13
2023/24,,39,1630,0,1,1,33,0,0,0,4,0,0,2,224,393.4,195.2,139.0,72.8,0,18,0.74,1.54,2.28,23.05,,508,Neco,Williams,2001-04-13
2024/25,,109,2588,1,3,10,31,0,0,0,7,0,0,8,435,628.4,305.3,244.0,118.0,0,28,2.29,1.54,3.83,38.50,,508,Neco,Williams,2001-04-13
2024/25,,36,891,0,0,3,14,0,0,0,5,0,0,2,125,205.2,10.8,22.0,24.0,0,6,0.18,0.03,0.21,14.21,,511,Felipe,Rodrigues da Silva,2001-06-30
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,512,Omar,Richards,1998-02-15
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,512,Omar,Richards,1998-02-15
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,512,Omar,Richards,1998-02-15
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,513,Zach,Abbott,
2018/19,,120,3168,4,0,8,43,0,0,0,2,1,0,10,635,954.2,146.9,279.0,137.7,0,0,0.00,0.00,0.00,0.00,,514,Willy,Boly,1991-02-03
2019/20,,97,1980,0,1,12,15,0,0,0,1,1,0,10,470,477.0,85.8,119.0,68.4,0,0,0.00,0.00,0.00,0.00,,514,Willy,Boly,1991-02-03
2020/21,,68,1879,1,1,6,29,0,0,0,2,0,0,4,364,414.0,46.1,182.0,64.2,0,0,0.00,0.00,0.00,0.00,,514,Willy,Boly,1991-02-03
2021/22,,17,900,0,0,1,20,0,0,0,1,0,0,0,165,195.4,18.1,29.0,24.3,0,0,0.00,0.00,0.00,0.00,,514,Willy,Boly,1991-02-03
2022/23,,37,684,0,1,3,10,0,0,0,2,0,0,7,147,155.0,11.8,41.0,21.0,0,9,0.05,0.27,0.32,10.37,,514,Willy,Boly,1991-02-03
2023/24,,58,1437,2,1,3,26,0,0,0,1,1,0,7,275,480.0,100.5,200.0,78.1,0,18,1.56,0.77,2.33,26.30,,514,Willy,Boly,1991-02-03
2024/25,,6,146,0,0,0,1,0,0,0,1,0,0,0,26,51.0,0.4,17.0,6.8,0,1,0.07,0.00,0.07,2.68,,514,Willy,Boly,1991-02-03
2018/19,,37,645,0,1,4,12,0,0,0,1,0,0,0,113,73.2,181.1,72.0,32.5,0,0,0.00,0.00,0.00,0.00,,515,Morgan,Gibbs-White,2000-01-27
2019/20,,11,125,0,1,0,2,0,0,0,0,0,0,0,39,6.6,44.1,12.0,6.3,0,0,0.00,0.00,0.00,0.00,,515,Morgan,Gibbs-White,2000-01-27
2020/21,,22,407,1,0,0,6,0,0,0,1,0,0,3,87,85.0,112.8,114.0,31.3,0,0,0.00,0.00,0.00,0.00,,515,Morgan,Gibbs-White,2000-01-27
2021/22,,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.7,24.0,2.1,0,0,0.00,0.00,0.00,0.00,,515,Morgan,Gibbs-White,2000-01-27
2022/23,,145,3151,5,12,8,61,0,0,0,6,0,0,11,479,611.4,980.2,628.0,221.8,0,36,6.77,6.06,12.83,57.88,,515,Morgan,Gibbs-White,2000-01-27
2023/24,,142,3156,5,12,5,59,0,0,0,9,0,0,13,563,703.2,1155.2,495.0,235.6,0,35,6.65,6.79,13.44,49.08,,515,Morgan,Gibbs-White,2000-01-27
2024/25,,154,2806,7,11,13,34,0,0,0,9,1,0,18,594,680.4,793.7,632.0,210.6,0,34,6.31,4.68,10.99,41.21,,515,Morgan,Gibbs-White,2000-01-27
2017/18,,2,27,0,0,0,1,0,0,0,0,0,0,0,11,8.8,1.7,27.0,3.8,0,0,0.00,0.00,0.00,0.00,,516,Callum,Hudson-Odoi,2000-11-07
2018/19,,18,388,0,1,2,5,0,0,0,0,0,0,1,83,89.2,143.2,133.0,36.2,0,0,0.00,0.00,0.00,0.00,,516,Callum,Hudson-Odoi,2000-11-07
